Record,Time,Latitude,Longitude,Altitude,Speed,GForceX,GForceY,GForceZ,Lap,GyroX,GyroY,GyroZ
1121,2026-07-11T21:50:23.520Z,49.1840279,-123.1450596,4.6,0.12,-0.019,0.051,0.994,0,0.58,-0.57,0.06
1122,2026-07-11T21:50:23.560Z,49.1840279,-123.1450596,4.6,0.19,-0.019,0.051,0.994,0,0.57,-0.57,0.06
1123,2026-07-11T21:50:23.600Z,49.1840279,-123.1450594,4.6,0.21,-0.019,0.051,0.994,0,0.57,-0.57,0.06
1124,2026-07-11T21:50:23.640Z,49.1840278,-123.1450594,4.6,0.04,-0.018,0.051,0.993,0,0.56,-0.57,0.06
1125,2026-07-11T21:50:23.680Z,49.1840278,-123.1450594,4.6,0.42,-0.018,0.051,0.993,0,0.56,-0.57,0.06
1126,2026-07-11T21:50:23.720Z,49.1840278,-123.1450595,4.6,0.30,-0.018,0.051,0.993,0,0.56,-0.57,0.07
1127,2026-07-11T21:50:23.760Z,49.1840277,-123.1450594,4.6,0.12,-0.018,0.051,0.993,0,0.56,-0.57,0.07
1128,2026-07-11T21:50:23.800Z,49.1840277,-123.1450594,4.6,0.35,-0.018,0.051,0.993,0,0.56,-0.57,0.07
1129,2026-07-11T21:50:23.840Z,49.1840277,-123.1450594,4.6,0.01,-0.017,0.051,0.994,0,0.56,-0.57,0.06
1130,2026-07-11T21:50:23.880Z,49.1840277,-123.1450594,4.6,0.33,-0.017,0.051,0.994,0,0.56,-0.57,0.06
1131,2026-07-11T21:50:23.920Z,49.1840277,-123.1450594,4.6,0.32,-0.017,0.051,0.994,0,0.56,-0.57,0.06
1132,2026-07-11T21:50:23.960Z,49.1840277,-123.1450594,4.6,0.07,-0.017,0.051,0.994,0,0.56,-0.57,0.06
1133,2026-07-11T21:50:24.000Z,49.1840276,-123.1450594,4.6,0.16,-0.017,0.051,0.993,0,0.56,-0.57,0.06
1134,2026-07-11T21:50:24.040Z,49.1840276,-123.1450594,4.6,0.20,-0.018,0.051,0.993,0,0.56,-0.57,0.07
1135,2026-07-11T21:50:24.080Z,49.1840276,-123.1450594,4.6,0.27,-0.017,0.051,0.993,0,0.56,-0.57,0.07
1136,2026-07-11T21:50:24.120Z,49.1840276,-123.1450594,4.6,0.10,-0.018,0.051,0.993,0,0.56,-0.57,0.07
1137,2026-07-11T21:50:24.160Z,49.1840276,-123.1450594,4.6,0.06,-0.018,0.051,0.994,0,0.55,-0.58,0.07
1138,2026-07-11T21:50:24.200Z,49.1840276,-123.1450594,4.6,0.23,-0.018,0.052,0.993,0,0.55,-0.58,0.07
1139,2026-07-11T21:50:24.240Z,49.1840275,-123.1450594,4.6,0.10,-0.018,0.052,0.993,0,0.55,-0.58,0.07
1140,2026-07-11T21:50:24.280Z,49.1840276,-123.1450594,4.7,0.48,-0.018,0.052,0.993,0,0.56,-0.59,0.07
1141,2026-07-11T21:50:24.320Z,49.1840275,-123.1450594,4.7,0.08,-0.019,0.052,0.993,0,0.56,-0.59,0.07
1142,2026-07-11T21:50:24.360Z,49.1840275,-123.1450594,4.7,0.24,-0.019,0.052,0.993,0,0.56,-0.58,0.07
1143,2026-07-11T21:50:24.400Z,49.1840275,-123.1450593,4.7,0.19,-0.018,0.051,0.993,0,0.56,-0.58,0.07
1144,2026-07-11T21:50:24.440Z,49.1840275,-123.1450593,4.7,0.24,-0.018,0.051,0.994,0,0.57,-0.58,0.07
1145,2026-07-11T21:50:24.480Z,49.1840275,-123.1450593,4.7,0.23,-0.018,0.051,0.994,0,0.57,-0.57,0.07
1146,2026-07-11T21:50:24.520Z,49.1840275,-123.1450593,4.7,0.15,-0.017,0.051,0.994,0,0.57,-0.57,0.07
1147,2026-07-11T21:50:24.560Z,49.1840274,-123.1450593,4.7,0.39,-0.017,0.051,0.994,0,0.57,-0.57,0.07
1148,2026-07-11T21:50:24.600Z,49.1840274,-123.1450593,4.7,0.05,-0.017,0.051,0.994,0,0.57,-0.57,0.06
1149,2026-07-11T21:50:24.640Z,49.1840274,-123.1450593,4.7,0.10,-0.017,0.051,0.994,0,0.56,-0.57,0.06
1150,2026-07-11T21:50:24.680Z,49.1840274,-123.1450593,4.7,0.05,-0.018,0.051,0.993,0,0.56,-0.57,0.06
1151,2026-07-11T21:50:24.720Z,49.1840273,-123.1450592,4.7,0.25,-0.018,0.052,0.993,0,0.56,-0.57,0.06
1152,2026-07-11T21:50:24.760Z,49.1840273,-123.1450592,4.7,0.19,-0.018,0.052,0.993,0,0.56,-0.57,0.07
1153,2026-07-11T21:50:24.800Z,49.1840273,-123.1450593,4.7,0.41,-0.018,0.052,0.993,0,0.56,-0.57,0.07
1154,2026-07-11T21:50:24.840Z,49.1840273,-123.1450593,4.7,0.19,-0.019,0.051,0.993,0,0.56,-0.57,0.07
1155,2026-07-11T21:50:24.880Z,49.1840273,-123.1450592,4.7,0.36,-0.019,0.051,0.993,0,0.56,-0.58,0.07
1156,2026-07-11T21:50:24.920Z,49.1840273,-123.1450592,4.7,0.33,-0.019,0.051,0.993,0,0.56,-0.58,0.07
1157,2026-07-11T21:50:24.960Z,49.1840273,-123.1450591,4.7,0.05,-0.019,0.051,0.993,0,0.56,-0.58,0.06
1158,2026-07-11T21:50:25.000Z,49.1840273,-123.1450592,4.7,0.16,-0.019,0.051,0.993,0,0.56,-0.58,0.06
1159,2026-07-11T21:50:25.040Z,49.1840273,-123.1450593,4.7,0.50,-0.018,0.051,0.993,0,0.56,-0.57,0.06
1160,2026-07-11T21:50:25.080Z,49.1840273,-123.1450593,4.7,0.19,-0.018,0.051,0.993,0,0.56,-0.57,0.07
1161,2026-07-11T21:50:25.120Z,49.1840273,-123.1450592,4.7,0.14,-0.018,0.051,0.993,0,0.56,-0.57,0.07
1162,2026-07-11T21:50:25.160Z,49.1840273,-123.1450591,4.7,0.42,-0.018,0.051,0.994,0,0.55,-0.57,0.07
1163,2026-07-11T21:50:25.200Z,49.1840273,-123.1450592,4.7,0.24,-0.018,0.051,0.994,0,0.55,-0.57,0.07
1164,2026-07-11T21:50:25.240Z,49.1840273,-123.1450591,4.7,0.20,-0.018,0.051,0.994,0,0.54,-0.57,0.08
1165,2026-07-11T21:50:25.280Z,49.1840273,-123.1450591,4.7,0.16,-0.017,0.051,0.994,0,0.53,-0.57,0.07
1166,2026-07-11T21:50:25.320Z,49.1840273,-123.1450592,4.7,0.39,-0.017,0.051,0.994,0,0.54,-0.57,0.07
1167,2026-07-11T21:50:25.360Z,49.1840273,-123.1450592,4.7,0.40,-0.017,0.051,0.994,0,0.54,-0.57,0.07
1168,2026-07-11T21:50:25.400Z,49.1840272,-123.1450591,4.7,0.54,-0.018,0.051,0.994,0,0.55,-0.56,0.07
1169,2026-07-11T21:50:25.440Z,49.1840272,-123.1450591,4.7,0.10,-0.018,0.051,0.994,0,0.56,-0.56,0.06
1170,2026-07-11T21:50:25.480Z,49.1840272,-123.1450591,4.7,0.42,-0.018,0.051,0.994,0,0.57,-0.56,0.06
1171,2026-07-11T21:50:25.520Z,49.1840273,-123.1450591,4.7,0.23,-0.018,0.051,0.994,0,0.57,-0.57,0.06
1172,2026-07-11T21:50:25.560Z,49.1840272,-123.1450591,4.7,0.44,-0.018,0.051,0.994,0,0.57,-0.57,0.06
1173,2026-07-11T21:50:25.600Z,49.1840272,-123.1450590,4.7,0.17,-0.018,0.051,0.994,0,0.57,-0.57,0.06
1174,2026-07-11T21:50:25.640Z,49.1840272,-123.1450590,4.7,0.18,-0.018,0.051,0.994,0,0.56,-0.58,0.07
1175,2026-07-11T21:50:25.680Z,49.1840270,-123.1450589,4.8,0.12,-0.018,0.051,0.994,0,0.55,-0.58,0.08
1176,2026-07-11T21:50:25.720Z,49.1840270,-123.1450590,4.8,0.17,-0.018,0.051,0.994,0,0.56,-0.58,0.08
1177,2026-07-11T21:50:25.760Z,49.1840270,-123.1450590,4.8,0.30,-0.018,0.051,0.994,0,0.56,-0.58,0.08
1178,2026-07-11T21:50:25.800Z,49.1840272,-123.1450591,4.8,0.48,-0.017,0.051,0.994,0,0.56,-0.58,0.07
1179,2026-07-11T21:50:25.840Z,49.1840270,-123.1450591,4.8,0.05,-0.017,0.051,0.994,0,0.56,-0.58,0.07
1180,2026-07-11T21:50:25.880Z,49.1840270,-123.1450589,4.8,0.10,-0.017,0.051,0.994,0,0.57,-0.58,0.06
1181,2026-07-11T21:50:25.920Z,49.1840270,-123.1450589,4.8,0.23,-0.017,0.051,0.994,0,0.56,-0.58,0.06
1182,2026-07-11T21:50:25.960Z,49.1840270,-123.1450589,4.8,0.12,-0.018,0.051,0.994,0,0.55,-0.58,0.06
1183,2026-07-11T21:50:26.000Z,49.1840270,-123.1450589,4.8,0.12,-0.018,0.051,0.994,0,0.55,-0.57,0.06
1184,2026-07-11T21:50:26.040Z,49.1840269,-123.1450589,4.8,0.15,-0.018,0.051,0.994,0,0.55,-0.57,0.06
1185,2026-07-11T21:50:26.080Z,49.1840270,-123.1450589,4.8,0.22,-0.018,0.051,0.994,0,0.54,-0.56,0.06
1186,2026-07-11T21:50:26.120Z,49.1840269,-123.1450589,4.8,0.35,-0.018,0.051,0.994,0,0.54,-0.56,0.06
1187,2026-07-11T21:50:26.160Z,49.1840268,-123.1450589,4.8,0.30,-0.017,0.051,0.994,0,0.55,-0.56,0.06
1188,2026-07-11T21:50:26.200Z,49.1840269,-123.1450589,4.8,0.19,-0.017,0.051,0.994,0,0.55,-0.57,0.06
1189,2026-07-11T21:50:26.240Z,49.1840269,-123.1450589,4.8,0.26,-0.018,0.051,0.994,0,0.55,-0.57,0.06
1190,2026-07-11T21:50:26.280Z,49.1840269,-123.1450589,4.8,0.30,-0.018,0.051,0.994,0,0.55,-0.57,0.05
1191,2026-07-11T21:50:26.320Z,49.1840268,-123.1450588,4.8,0.30,-0.018,0.051,0.994,0,0.55,-0.57,0.05
1192,2026-07-11T21:50:26.360Z,49.1840268,-123.1450588,4.8,0.16,-0.018,0.051,0.994,0,0.55,-0.56,0.05
1193,2026-07-11T21:50:26.400Z,49.1840268,-123.1450589,4.8,0.57,-0.018,0.051,0.994,0,0.56,-0.56,0.05
1194,2026-07-11T21:50:26.440Z,49.1840269,-123.1450589,4.8,0.65,-0.018,0.051,0.994,0,0.56,-0.56,0.06
1195,2026-07-11T21:50:26.480Z,49.1840268,-123.1450589,4.8,0.14,-0.018,0.051,0.993,0,0.56,-0.56,0.06
1196,2026-07-11T21:50:26.520Z,49.1840268,-123.1450588,4.8,0.67,-0.018,0.051,0.993,0,0.55,-0.56,0.06
1197,2026-07-11T21:50:26.560Z,49.1840268,-123.1450587,4.8,0.06,-0.018,0.051,0.994,0,0.55,-0.56,0.06
1198,2026-07-11T21:50:26.600Z,49.1840268,-123.1450587,4.8,0.16,-0.018,0.051,0.994,0,0.54,-0.56,0.07
1199,2026-07-11T21:50:26.640Z,49.1840267,-123.1450587,4.8,0.42,-0.018,0.051,0.994,0,0.54,-0.56,0.07
1200,2026-07-11T21:50:26.680Z,49.1840268,-123.1450587,4.8,0.37,-0.018,0.051,0.994,0,0.55,-0.57,0.07
1201,2026-07-11T21:50:26.720Z,49.1840267,-123.1450587,4.8,0.42,-0.018,0.051,0.994,0,0.55,-0.56,0.07
1202,2026-07-11T21:50:26.760Z,49.1840267,-123.1450587,4.8,0.20,-0.018,0.051,0.994,0,0.56,-0.56,0.07
1203,2026-07-11T21:50:26.800Z,49.1840267,-123.1450587,4.8,0.12,-0.018,0.051,0.994,0,0.58,-0.56,0.07
1204,2026-07-11T21:50:26.840Z,49.1840266,-123.1450587,4.8,0.05,-0.018,0.051,0.994,0,0.57,-0.56,0.07
1205,2026-07-11T21:50:26.880Z,49.1840266,-123.1450587,4.8,0.05,-0.018,0.051,0.994,0,0.57,-0.56,0.06
1206,2026-07-11T21:50:26.920Z,49.1840266,-123.1450587,4.8,0.22,-0.018,0.051,0.993,0,0.56,-0.56,0.06
1207,2026-07-11T21:50:26.960Z,49.1840266,-123.1450587,4.8,0.18,-0.018,0.051,0.994,0,0.56,-0.56,0.06
1208,2026-07-11T21:50:27.000Z,49.1840266,-123.1450587,4.8,0.35,-0.018,0.051,0.993,0,0.54,-0.56,0.05
1209,2026-07-11T21:50:27.040Z,49.1840266,-123.1450586,4.8,0.24,-0.018,0.051,0.994,0,0.54,-0.57,0.06
1210,2026-07-11T21:50:27.080Z,49.1840266,-123.1450587,4.8,0.13,-0.018,0.051,0.994,0,0.54,-0.57,0.05
1211,2026-07-11T21:50:27.120Z,49.1840266,-123.1450587,4.8,0.29,-0.018,0.051,0.994,0,0.55,-0.57,0.06
1212,2026-07-11T21:50:27.160Z,49.1840266,-123.1450587,4.8,0.10,-0.018,0.051,0.994,0,0.55,-0.57,0.06
1213,2026-07-11T21:50:27.200Z,49.1840266,-123.1450587,4.8,0.21,-0.018,0.051,0.994,0,0.55,-0.57,0.06
1214,2026-07-11T21:50:27.240Z,49.1840265,-123.1450586,4.9,0.27,-0.018,0.051,0.994,0,0.56,-0.57,0.06
1215,2026-07-11T21:50:27.280Z,49.1840265,-123.1450586,4.8,0.50,-0.018,0.051,0.994,0,0.56,-0.57,0.06
1216,2026-07-11T21:50:27.320Z,49.1840265,-123.1450585,4.8,0.50,-0.018,0.051,0.994,0,0.56,-0.57,0.06
1217,2026-07-11T21:50:27.360Z,49.1840265,-123.1450585,4.9,0.36,-0.018,0.051,0.994,0,0.56,-0.57,0.06
1218,2026-07-11T21:50:27.400Z,49.1840266,-123.1450586,4.9,0.49,-0.018,0.051,0.994,0,0.57,-0.57,0.06
1219,2026-07-11T21:50:27.440Z,49.1840265,-123.1450586,4.9,0.07,-0.018,0.051,0.994,0,0.57,-0.57,0.06
1220,2026-07-11T21:50:27.480Z,49.1840265,-123.1450586,4.9,0.15,-0.018,0.051,0.994,0,0.57,-0.57,0.06
1221,2026-07-11T21:50:27.520Z,49.1840265,-123.1450586,4.9,0.10,-0.018,0.051,0.994,0,0.56,-0.57,0.06
1222,2026-07-11T21:50:27.560Z,49.1840265,-123.1450585,4.9,0.15,-0.018,0.051,0.994,0,0.56,-0.56,0.05
1223,2026-07-11T21:50:27.600Z,49.1840265,-123.1450586,4.9,0.14,-0.018,0.051,0.994,0,0.56,-0.56,0.05
1224,2026-07-11T21:50:27.640Z,49.1840264,-123.1450585,4.9,0.20,-0.018,0.051,0.994,0,0.55,-0.56,0.05
1225,2026-07-11T21:50:27.680Z,49.1840264,-123.1450585,4.9,0.21,-0.018,0.051,0.994,0,0.55,-0.56,0.06
1226,2026-07-11T21:50:27.720Z,49.1840265,-123.1450587,4.9,0.52,-0.018,0.051,0.994,0,0.54,-0.56,0.06
1227,2026-07-11T21:50:27.760Z,49.1840265,-123.1450586,4.9,0.44,-0.018,0.051,0.994,0,0.54,-0.56,0.06
1228,2026-07-11T21:50:27.800Z,49.1840264,-123.1450586,4.9,0.24,-0.018,0.051,0.993,0,0.55,-0.56,0.07
1229,2026-07-11T21:50:27.840Z,49.1840264,-123.1450585,4.9,0.12,-0.018,0.052,0.993,0,0.55,-0.56,0.06
1230,2026-07-11T21:50:27.880Z,49.1840264,-123.1450585,4.9,0.15,-0.018,0.051,0.994,0,0.55,-0.56,0.06
1231,2026-07-11T21:50:27.920Z,49.1840264,-123.1450585,4.9,0.25,-0.018,0.051,0.994,0,0.55,-0.57,0.06
1232,2026-07-11T21:50:27.960Z,49.1840264,-123.1450584,4.9,0.14,-0.018,0.051,0.994,0,0.55,-0.57,0.06
1233,2026-07-11T21:50:28.000Z,49.1840264,-123.1450585,4.9,0.32,-0.018,0.051,0.994,0,0.55,-0.57,0.05
1234,2026-07-11T21:50:28.040Z,49.1840263,-123.1450585,4.9,0.23,-0.018,0.051,0.994,0,0.56,-0.57,0.06
1235,2026-07-11T21:50:28.080Z,49.1840263,-123.1450585,4.9,0.27,-0.018,0.051,0.994,0,0.56,-0.57,0.06
1236,2026-07-11T21:50:28.120Z,49.1840263,-123.1450585,4.9,0.12,-0.018,0.051,0.994,0,0.57,-0.57,0.06
1237,2026-07-11T21:50:28.160Z,49.1840263,-123.1450584,4.9,0.26,-0.017,0.051,0.994,0,0.57,-0.57,0.05
1238,2026-07-11T21:50:28.200Z,49.1840264,-123.1450585,4.9,0.36,-0.018,0.052,0.994,0,0.57,-0.57,0.05
1239,2026-07-11T21:50:28.240Z,49.1840264,-123.1450585,4.9,0.24,-0.018,0.051,0.994,0,0.56,-0.57,0.05
1240,2026-07-11T21:50:28.280Z,49.1840263,-123.1450585,4.9,0.21,-0.017,0.051,0.994,0,0.56,-0.57,0.06
1241,2026-07-11T21:50:28.320Z,49.1840263,-123.1450585,4.9,0.14,-0.018,0.051,0.994,0,0.55,-0.57,0.06
1242,2026-07-11T21:50:28.360Z,49.1840262,-123.1450584,4.9,0.28,-0.018,0.051,0.994,0,0.56,-0.57,0.06
1243,2026-07-11T21:50:28.400Z,49.1840262,-123.1450584,4.9,0.24,-0.018,0.051,0.994,0,0.56,-0.57,0.06
1244,2026-07-11T21:50:28.440Z,49.1840263,-123.1450584,4.9,0.30,-0.018,0.051,0.994,0,0.56,-0.57,0.07
1245,2026-07-11T21:50:28.480Z,49.1840262,-123.1450584,4.9,0.13,-0.018,0.051,0.994,0,0.57,-0.56,0.07
1246,2026-07-11T21:50:28.520Z,49.1840262,-123.1450585,4.9,0.17,-0.018,0.052,0.994,0,0.57,-0.56,0.07
1247,2026-07-11T21:50:28.560Z,49.1840263,-123.1450585,4.9,0.16,-0.018,0.051,0.994,0,0.56,-0.56,0.07
1248,2026-07-11T21:50:28.600Z,49.1840262,-123.1450584,4.9,0.24,-0.018,0.052,0.994,0,0.56,-0.57,0.07
1249,2026-07-11T21:50:28.640Z,49.1840262,-123.1450584,4.9,0.09,-0.018,0.051,0.994,0,0.55,-0.57,0.07
1250,2026-07-11T21:50:28.680Z,49.1840262,-123.1450585,4.9,0.24,-0.018,0.051,0.994,0,0.55,-0.57,0.07
1251,2026-07-11T21:50:28.720Z,49.1840262,-123.1450584,4.9,0.12,-0.018,0.051,0.994,0,0.54,-0.57,0.06
1252,2026-07-11T21:50:28.760Z,49.1840261,-123.1450584,4.9,0.27,-0.018,0.051,0.993,0,0.54,-0.56,0.06
1253,2026-07-11T21:50:28.800Z,49.1840261,-123.1450584,4.9,0.34,-0.018,0.051,0.993,0,0.54,-0.56,0.08
1254,2026-07-11T21:50:28.840Z,49.1840262,-123.1450584,4.9,0.50,-0.018,0.051,0.993,0,0.53,-0.55,0.09
1255,2026-07-11T21:50:28.880Z,49.1840262,-123.1450585,4.9,0.46,-0.018,0.051,0.993,0,0.52,-0.55,0.09
1256,2026-07-11T21:50:28.920Z,49.1840262,-123.1450584,4.9,0.13,-0.018,0.051,0.993,0,0.53,-0.56,0.09
1257,2026-07-11T21:50:28.960Z,49.1840261,-123.1450584,4.9,0.29,-0.018,0.051,0.993,0,0.55,-0.57,0.08
1258,2026-07-11T21:50:29.000Z,49.1840261,-123.1450584,4.9,0.21,-0.017,0.051,0.993,0,0.57,-0.58,0.07
1259,2026-07-11T21:50:29.040Z,49.1840261,-123.1450584,4.9,0.41,-0.018,0.051,0.993,0,0.56,-0.58,0.07
1260,2026-07-11T21:50:29.080Z,49.1840261,-123.1450584,4.9,0.28,-0.018,0.051,0.994,0,0.55,-0.57,0.09
1261,2026-07-11T21:50:29.120Z,49.1840261,-123.1450584,4.9,0.38,-0.018,0.051,0.994,0,0.52,-0.57,0.11
1262,2026-07-11T21:50:29.160Z,49.1840261,-123.1450584,4.9,0.17,-0.018,0.051,0.994,0,0.49,-0.56,0.14
1263,2026-07-11T21:50:29.200Z,49.1840261,-123.1450584,4.9,0.35,-0.018,0.051,0.994,0,0.46,-0.55,0.14
1264,2026-07-11T21:50:29.240Z,49.1840261,-123.1450584,4.9,0.16,-0.018,0.051,0.994,0,0.48,-0.56,0.13
1265,2026-07-11T21:50:29.280Z,49.1840261,-123.1450585,4.9,0.60,-0.017,0.051,0.994,0,0.50,-0.56,0.11
1266,2026-07-11T21:50:29.320Z,49.1840261,-123.1450585,4.9,0.53,-0.017,0.051,0.993,0,0.54,-0.57,0.05
1267,2026-07-11T21:50:29.360Z,49.1840261,-123.1450584,4.9,0.17,-0.017,0.051,0.993,0,0.58,-0.57,0.01
1268,2026-07-11T21:50:29.400Z,49.1840261,-123.1450584,4.9,0.22,-0.017,0.051,0.993,0,0.60,-0.58,0.00
1269,2026-07-11T21:50:29.440Z,49.1840261,-123.1450582,5.0,0.58,-0.017,0.051,0.993,0,0.62,-0.58,-0.02
1270,2026-07-11T21:50:29.480Z,49.1840261,-123.1450584,5.0,0.23,-0.018,0.051,0.993,0,0.60,-0.58,0.00
1271,2026-07-11T21:50:29.520Z,49.1840261,-123.1450584,5.0,0.31,-0.018,0.051,0.993,0,0.57,-0.58,0.02
1272,2026-07-11T21:50:29.560Z,49.1840261,-123.1450585,4.9,0.46,-0.018,0.051,0.994,0,0.56,-0.58,0.04
1273,2026-07-11T21:50:29.600Z,49.1840261,-123.1450586,4.9,0.51,-0.018,0.051,0.994,0,0.56,-0.58,0.06
1274,2026-07-11T21:50:29.640Z,49.1840261,-123.1450585,4.9,0.27,-0.018,0.051,0.993,0,0.54,-0.57,0.07
1275,2026-07-11T21:50:29.680Z,49.1840261,-123.1450584,4.9,0.36,-0.018,0.051,0.994,0,0.55,-0.57,0.06
1276,2026-07-11T21:50:29.720Z,49.1840260,-123.1450584,4.9,0.17,-0.017,0.051,0.994,0,0.56,-0.57,0.06
1277,2026-07-11T21:50:29.760Z,49.1840261,-123.1450585,4.9,0.44,-0.017,0.051,0.994,0,0.56,-0.57,0.06
1278,2026-07-11T21:50:29.800Z,49.1840260,-123.1450584,5.0,0.24,-0.017,0.051,0.994,0,0.55,-0.57,0.05
1279,2026-07-11T21:50:29.840Z,49.1840259,-123.1450582,5.0,0.74,-0.017,0.051,0.994,0,0.56,-0.57,0.06
1280,2026-07-11T21:50:29.880Z,49.1840259,-123.1450582,5.0,0.25,-0.018,0.051,0.994,0,0.55,-0.57,0.06
1281,2026-07-11T21:50:29.920Z,49.1840260,-123.1450584,5.0,0.57,-0.018,0.051,0.994,0,0.55,-0.58,0.06
1282,2026-07-11T21:50:29.960Z,49.1840260,-123.1450584,5.0,0.40,-0.018,0.051,0.994,0,0.54,-0.58,0.06
1283,2026-07-11T21:50:30.000Z,49.1840259,-123.1450584,5.0,0.12,-0.018,0.051,0.994,0,0.54,-0.58,0.07
1284,2026-07-11T21:50:30.040Z,49.1840259,-123.1450584,5.0,0.44,-0.018,0.051,0.994,0,0.54,-0.58,0.07
1285,2026-07-11T21:50:30.080Z,49.1840259,-123.1450584,5.0,0.14,-0.018,0.051,0.994,0,0.54,-0.57,0.07
1286,2026-07-11T21:50:30.120Z,49.1840258,-123.1450584,5.0,0.09,-0.018,0.051,0.994,0,0.54,-0.57,0.07
1287,2026-07-11T21:50:30.160Z,49.1840258,-123.1450584,5.0,0.32,-0.018,0.051,0.994,0,0.55,-0.57,0.06
1288,2026-07-11T21:50:30.200Z,49.1840258,-123.1450584,5.0,0.10,-0.018,0.051,0.993,0,0.55,-0.56,0.06
1289,2026-07-11T21:50:30.240Z,49.1840258,-123.1450584,5.0,0.51,-0.018,0.051,0.994,0,0.55,-0.56,0.06
1290,2026-07-11T21:50:30.280Z,49.1840258,-123.1450584,5.0,0.09,-0.018,0.051,0.994,0,0.56,-0.55,0.06
1291,2026-07-11T21:50:30.320Z,49.1840258,-123.1450584,5.0,0.29,-0.018,0.051,0.994,0,0.56,-0.56,0.06
1292,2026-07-11T21:50:30.360Z,49.1840258,-123.1450584,5.0,0.27,-0.018,0.051,0.994,0,0.56,-0.56,0.06
1293,2026-07-11T21:50:30.400Z,49.1840258,-123.1450584,5.0,0.10,-0.018,0.051,0.994,0,0.56,-0.56,0.06
1294,2026-07-11T21:50:30.440Z,49.1840257,-123.1450582,5.0,0.55,-0.018,0.051,0.994,0,0.55,-0.57,0.06
1295,2026-07-11T21:50:30.480Z,49.1840257,-123.1450584,5.0,0.20,-0.018,0.051,0.994,0,0.55,-0.57,0.06
1296,2026-07-11T21:50:30.520Z,49.1840257,-123.1450585,5.0,0.49,-0.018,0.051,0.994,0,0.55,-0.57,0.06
1297,2026-07-11T21:50:30.560Z,49.1840258,-123.1450584,5.0,0.46,-0.018,0.051,0.994,0,0.55,-0.57,0.06
1298,2026-07-11T21:50:30.600Z,49.1840257,-123.1450584,5.0,0.29,-0.018,0.051,0.994,0,0.56,-0.57,0.05
1299,2026-07-11T21:50:30.640Z,49.1840257,-123.1450584,5.0,0.36,-0.018,0.051,0.993,0,0.56,-0.58,0.05
1300,2026-07-11T21:50:30.680Z,49.1840256,-123.1450582,5.0,0.69,-0.018,0.051,0.994,0,0.57,-0.58,0.06
1301,2026-07-11T21:50:30.720Z,49.1840257,-123.1450584,5.0,0.12,-0.018,0.051,0.994,0,0.57,-0.58,0.06
1302,2026-07-11T21:50:30.760Z,49.1840257,-123.1450584,5.0,0.12,-0.018,0.051,0.994,0,0.56,-0.58,0.06
1303,2026-07-11T21:50:30.800Z,49.1840257,-123.1450584,5.0,0.33,-0.018,0.051,0.994,0,0.56,-0.58,0.06
1304,2026-07-11T21:50:30.840Z,49.1840257,-123.1450584,5.0,0.40,-0.018,0.052,0.994,0,0.56,-0.58,0.06
1305,2026-07-11T21:50:30.880Z,49.1840256,-123.1450584,5.0,0.26,-0.018,0.052,0.994,0,0.55,-0.58,0.05
1306,2026-07-11T21:50:30.920Z,49.1840256,-123.1450584,5.0,0.38,-0.018,0.051,0.994,0,0.56,-0.58,0.05
1307,2026-07-11T21:50:30.960Z,49.1840256,-123.1450584,5.0,0.13,-0.018,0.051,0.994,0,0.56,-0.57,0.05
1308,2026-07-11T21:50:31.000Z,49.1840256,-123.1450584,5.0,0.26,-0.018,0.051,0.994,0,0.57,-0.57,0.06
1309,2026-07-11T21:50:31.040Z,49.1840257,-123.1450584,5.0,0.48,-0.018,0.051,0.994,0,0.57,-0.57,0.06
1310,2026-07-11T21:50:31.080Z,49.1840256,-123.1450585,5.0,0.32,-0.018,0.051,0.994,0,0.57,-0.56,0.07
1311,2026-07-11T21:50:31.120Z,49.1840256,-123.1450585,5.0,0.14,-0.018,0.051,0.994,0,0.57,-0.56,0.07
1312,2026-07-11T21:50:31.160Z,49.1840256,-123.1450584,5.0,0.19,-0.018,0.051,0.994,0,0.56,-0.57,0.08
1313,2026-07-11T21:50:31.200Z,49.1840256,-123.1450584,5.0,0.37,-0.018,0.051,0.994,0,0.55,-0.57,0.07
1314,2026-07-11T21:50:31.240Z,49.1840256,-123.1450584,5.0,0.24,-0.018,0.051,0.994,0,0.55,-0.57,0.07
1315,2026-07-11T21:50:31.280Z,49.1840256,-123.1450584,5.0,0.24,-0.018,0.051,0.994,0,0.55,-0.57,0.07
1316,2026-07-11T21:50:31.320Z,49.1840255,-123.1450584,5.0,0.35,-0.017,0.051,0.994,0,0.56,-0.56,0.07
1317,2026-07-11T21:50:31.360Z,49.1840255,-123.1450584,5.0,0.15,-0.017,0.051,0.994,0,0.56,-0.56,0.07
1318,2026-07-11T21:50:31.400Z,49.1840255,-123.1450584,5.0,0.08,-0.017,0.051,0.994,0,0.56,-0.56,0.07
1319,2026-07-11T21:50:31.440Z,49.1840255,-123.1450584,5.0,0.31,-0.017,0.051,0.994,0,0.56,-0.56,0.06
1320,2026-07-11T21:50:31.480Z,49.1840255,-123.1450584,5.0,0.14,-0.017,0.051,0.994,0,0.55,-0.57,0.07
1321,2026-07-11T21:50:31.520Z,49.1840255,-123.1450584,5.0,0.17,-0.017,0.051,0.994,0,0.55,-0.58,0.06
1322,2026-07-11T21:50:31.560Z,49.1840255,-123.1450584,5.0,0.30,-0.017,0.051,0.994,0,0.55,-0.58,0.06
